Article,Journal
109160,J.Phys.
109163,Annals
109164,JHEP
109166,Phys.Rev.
109171,Class.Quant.Grav.
109173,Phys.Rev.
109174,Phys.Rev.Lett.
109176,Nucl.Phys.
109177,JHEP
109180,J.Phys.
109184,Int.J.Mod.Phys.
109187,Nucl.Phys.
109189,Phys.Lett.
109190,Phys.Lett.
109193,Phys.Lett.
109194,Phys.Rev.
109197,JHEP
109208,Phys.Rev.
109209,JHEP
109210,J.Geom.Phys.
109213,JHEP
109221,J.Math.Phys.
109224,Phys.Rev.
1092,Nucl.Phys.
1095,Int.J.Theor.Phys.
1097,Nucl.Phys.
1098,Nucl.Phys.Proc.Suppl.
110001,Phys.Rev.
110009,Int.J.Mod.Phys.
110013,Mod.Phys.Lett.
110016,Eur.Phys.J.
110017,J.Phys.
110018,Phys.Rev.
11001,JHEP
110021,Class.Quant.Grav.
110022,Nucl.Phys.
110027,Int.J.Mod.Phys.
110029,Class.Quant.Grav.
11002,Phys.Lett.
110031,Class.Quant.Grav.
110034,JHEP
110036,JHEP
110039,Nucl.Phys.
110040,Int.J.Mod.Phys.
110044,Class.Quant.Grav.
110047,J.Phys.
110048,JHEP
11004,Nucl.Phys.
110050,JHEP
110051,Phys.Rev.
110053,Phys.Lett.
110057,Nucl.Phys.Proc.Suppl.
110058,Phys.Rev.
110060,Int.J.Theor.Phys.
110062,Nucl.Phys.
110063,Phys.Rev.
110064,Phys.Lett.
110065,Eur.Phys.J.
110066,Nucl.Phys.
11006,Mod.Phys.Lett.
110070,Phys.Lett.
110072,JHEP
110073,Phys.Lett.
110074,Nucl.Phys.
110077,JHEP
110079,Phys.Lett.
11007,Phys.Lett.
110081,J.Phys.
110085,JHEP
110087,JHEP
110088,Phys.Lett.
110089,Phys.Rev.
110090,J.Phys.
110092,JHEP
110093,JHEP
110097,Lett.Math.Phys.
11009,JHEP
1100,Mod.Phys.Lett.
110102,Phys.Lett.
110103,Phys.Rev.
110106,Prog.Theor.Phys.
110109,Nucl.Phys.
110110,Nucl.Phys.
110111,Phys.Lett.
110112,JHEP
110114,Int.J.Mod.Phys.
110115,JHEP
110116,Nucl.Phys.
110117,Class.Quant.Grav.
110118,Class.Quant.Grav.
110124,JHEP
110129,JHEP
110133,Nucl.Phys.
110134,Nucl.Phys.
110138,Mod.Phys.Lett.
110143,Phys.Rev.
110146,JHEP
110147,Phys.Lett.
110149,Phys.Rev.
110151,J.Phys.
110152,JHEP
110154,Phys.Lett.
110155,Phys.Lett.
110157,Phys.Rev.
11015,Annals
110160,Phys.Rev.
110161,Nucl.Phys.Proc.Suppl.
110162,Acta
110165,Phys.Lett.
110168,Nucl.Phys.
110169,Phys.Rev.
11016,JHEP
110173,Nucl.Phys.
110175,Phys.Lett.
110176,Phys.
110178,Nucl.Phys.
11017,J.Math.Phys.
110185,Phys.Rev.
110187,Nucl.Phys.
110189,JHEP
11018,J.Math.Phys.
110191,Phys.Rev.Lett.
110192,Phys.Lett.
110193,Class.Quant.Grav.
110195,JHEP
110197,Prog.Theor.Phys.
11019,Nucl.Phys.
110200,JHEP
110201,JHEP
110202,Class.Quant.Grav.
110203,Mod.Phys.Lett.
110204,JHEP
110205,Phys.Rev.
110206,Phys.Rev.
110209,Phys.Rev.
11020,Fortsch.Phys.
110212,Annals
110213,Phys.Lett.
110214,Phys.Lett.
110216,Annals
110217,Int.J.Mod.Phys.
110218,Nucl.Phys.
110219,JHEP
110220,Int.J.Mod.Phys.
110221,Mod.Phys.Lett.
110222,Nucl.Phys.
110223,Mod.Phys.Lett.
110227,Mod.Phys.Lett.
110230,J.Phys.
110231,Eur.Phys.J.
110232,JHEP
110234,Phys.Rev.
110235,Nucl.Phys.
110238,Class.Quant.Grav.
110241,Phys.Lett.
110242,JHEP
110244,Nucl.Phys.
110245,Phys.Rev.
110248,Int.J.Mod.Phys.
11024,Phys.Rev.
110251,Int.
110255,Int.J.Mod.Phys.
110258,Phys.Rev.
110260,Phys.Rev.Lett.
110264,Phys.Lett.
110271,JHEP
110274,Class.Quant.Grav.
110278,Mod.Phys.Lett.
110280,Nucl.Phys.
110283,Nucl.Phys.
110285,Phys.Rev.Lett.
110286,Phys.Rev.
110287,Phys.Rev.
110288,JHEP
110291,Phys.Rev.
110292,J.Math.Phys.
110293,JHEP
110295,Phys.Rev.
110298,Phys.Rev.
110299,JHEP
110300,JHEP
110302,JHEP
11030,Nucl.Phys.Proc.Suppl.
11033,J.Math.Phys.
11035,Phys.
1103,JHEP
11040,Nucl.Phys.
11041,Nucl.Phys.
11043,Nucl.Phys.
11044,JHEP
11045,Phys.Lett.
11046,JHEP
11048,Nucl.Phys.
11050,Eur.Phys.J.
11055,J.Phys.
11057,Phys.Lett.
11059,Int.J.Mod.Phys.
1105,JHEP
11060,JHEP
11061,Int.J.Mod.Phys.
11066,Phys.Lett.
11067,Annals
1106,Phys.Lett.
11070,Class.Quant.Grav.
11071,Mod.Phys.Lett.
11072,Nucl.Phys.
11073,J.Math.Phys.
11076,J.Phys.
11077,JHEP
11079,Phys.Rev.
11083,Phys.Rev.
11085,Phys.Lett.
11088,Phys.Lett.
1108,Nucl.Phys.
11090,JHEP
11091,JHEP
11092,Int.J.Mod.Phys.
11094,Nucl.Phys.
11096,J.Phys.
11097,Phys.Rev.
11099,Phys.Rev.
1109,Nucl.Phys.
111001,Class.Quant.Grav.
111002,JHEP
111004,Phys.Rev.Lett.
111008,Mod.Phys.Lett.
111009,Nucl.Phys.Proc.Suppl.
11100,J.Math.Phys.
111012,Nucl.Phys.
111013,JHEP
111016,Nucl.Phys.
111018,JHEP
111019,Phys.Lett.
11101,Nucl.Phys.
111022,Int.J.Mod.Phys.
111025,JHEP
111027,JHEP
111031,Phys.Rev.
111033,Int.J.Mod.Phys.
111034,JHEP
111036,Class.Quant.Grav.
111037,Int.J.Mod.Phys.
111039,Phys.Lett.
11103,Mod.Phys.Lett.
111041,Phys.Lett.
111044,Phys.Rev.
111049,Int.J.Mod.Phys.
111050,JHEP
111057,Phys.Rev.
111060,Nucl.Phys.
111064,Mod.Phys.Lett.
111066,Nucl.Phys.
111070,Prog.Theor.Phys.
111073,Phys.Rev.
111078,Phys.Lett.
111079,JHEP
11107,Nucl.Phys.
111080,Fortsch.Phys.
111085,JHEP
111087,JHEP
111089,Phys.Rev.
111090,JHEP
111093,Phys.Lett.
1110,Int.J.Mod.Phys.
111102,JHEP
111107,Phys.Lett.
111109,Nucl.Phys.
111110,Phys.Lett.
111112,Phys.Lett.
111116,Phys.Lett.
111117,Phys.Lett.
111118,Mod.Phys.Lett.
11111,Int.J.Mod.Phys.
111120,JHEP
111125,Phys.Lett.
111126,JHEP
111127,Phys.Lett.
111128,Nucl.Phys.
11112,Int.J.Mod.Phys.
111133,JHEP
111135,Phys.Rev.
111138,Int.J.Mod.Phys.
11113,Phys.Rev.
111140,Theor.Math.Phys.
111143,Phys.
111145,Phys.Rev.
111148,Int.J.Mod.Phys.
111149,Mod.Phys.Lett.
11114,JHEP
111150,JHEP
111151,J.Geom.Phys.
111157,J.Phys.
111158,Phys.Lett.
11115,Int.J.Mod.Phys.
111161,Commun.Math.Phys.
111165,Nucl.Phys.
111168,Phys.Rev.
11116,Nucl.Phys.
111178,JHEP
111183,Prog.Theor.Phys.
111189,JHEP
11118,Phys.Rev.Lett.
111191,Phys.Rev.
111192,J.Math.Phys.
111194,Phys.Rev.
111198,J.Geom.Phys.
1111,JHEP
111200,JHEP
111203,Phys.Lett.
111207,Phys.Rev.Lett.
111209,Nucl.Phys.
111210,JHEP
111213,Mod.Phys.Lett.
111215,Fortsch.Phys.
111216,Fortsch.Phys.
111217,JHEP
111222,Adv.Theor.Math.Phys.
111224,Nucl.Phys.
111226,J.Geom.Phys.
111229,JHEP
11122,Nucl.Phys.
111231,Phys.Rev.
111235,Phys.Rev.
111239,JHEP
11123,Lett.Math.Phys.
111242,Int.J.Mod.Phys.
111243,Theor.Math.Phys.
111244,Int.J.Mod.Phys.
111246,Nucl.Phys.
111248,Nucl.Phys.Proc.Suppl.
11124,Phys.Lett.
111254,JHEP
111255,Commun.Math.Phys.
111256,Phys.Rev.
111257,J.Math.Phys.
111259,J.Geom.Phys.
11125,Nucl.Phys.
111263,Int.J.Mod.Phys.
111266,Phys.Rev.
111274,Nucl.Phys.
111278,Nucl.Phys.
11127,JHEP
111282,Nucl.Phys.Proc.Suppl.
111283,Fortsch.Phys.
111285,JHEP
111287,Class.Quant.Grav.
11128,Class.Quant.Grav.
111290,JHEP
1112,Phys.Lett.
11130,JHEP
11139,Phys.Lett.
11140,Phys.Lett.
11141,Phys.Lett.
11146,Nucl.Phys.
11147,Nucl.Phys.
11148,Nucl.Phys.
11152,Phys.Lett.
11153,Phys.Rev.
11156,JHEP
11159,Phys.Rev.
11160,Fortsch.Phys.
11165,J.Math.Phys.
11166,JHEP
11168,Prog.Theor.Phys.
11171,Class.Quant.Grav.
11172,Phys.Lett.
11173,Phys.Lett.
11177,Phys.Lett.
11178,Phys.Lett.
11182,Phys.Lett.
11183,Phys.Lett.
11184,Phys.Lett.
11185,Int.J.Mod.Phys.
11186,Phys.Rev.
11187,Nucl.Phys.
1118,Phys.Lett.
11190,Phys.Rev.
11193,Int.J.Mod.Phys.
11194,Nucl.Phys.Proc.Suppl.
11195,Int.J.Mod.Phys.
11196,Phys.Rev.
11198,Class.Quant.Grav.
112008,JHEP
11200,J.Geom.Phys.
112010,Nucl.Phys.
112013,Phys.Rev.
112015,Fortsch.Phys.
112019,Phys.Rev.
112020,JHEP
112023,Commun.Math.Phys.
112024,Nucl.Phys.
112027,JHEP
112028,Phys.Rev.
112029,JHEP
11202,JHEP
112032,Eur.Phys.J.
112033,Phys.Rev.
112034,Phys.Lett.
112035,Phys.Rev.
112040,Adv.Theor.Math.Phys.
112041,Phys.Lett.
112042,Fortsch.Phys.
112044,Nucl.Phys.
112046,Phys.Lett.
112047,JHEP
112048,Class.Quant.Grav.
11204,Phys.Lett.
112051,Nucl.Phys.Proc.Suppl.
112057,Nucl.Phys.
112058,JHEP
112059,JHEP
112060,Phys.Lett.
112064,JHEP
112066,JHEP
112068,J.Math.Phys.
112069,Nucl.Phys.
11206,JHEP
112071,Class.Quant.Grav.
112075,Phys.Rev.
112078,Phys.Lett.
112079,Phys.Lett.
11207,Class.Quant.Grav.
112080,JHEP
112081,JHEP
112082,JHEP
112085,Nucl.Phys.
112088,Phys.Lett.
112092,JHEP
112094,JHEP
112097,Int.J.Mod.Phys.
112099,JHEP
11209,J.Math.Phys.
112100,Nucl.Phys.
112104,JHEP
112105,Phys.Rev.
112107,Fortsch.Phys.
112109,JHEP
11210,J.Phys.
112110,Phys.Rev.
112112,Class.Quant.Grav.
112113,Nucl.Phys.
112117,Nucl.Phys.
112118,Fortsch.Phys.
112119,Nucl.Phys.
11211,JHEP
112120,Annals
112122,Phys.Rev.
112123,JHEP
112128,Phys.Rev.
112129,Phys.Rev.
112130,Fortsch.Phys.
112132,JHEP
112147,JHEP
112149,Phys.Lett.
11214,Eur.Phys.J.
112150,JHEP
112151,Phys.Rev.
112152,Phys.Lett.
112154,JHEP
112156,J.Phys.
112157,Class.Quant.Grav.
11215,JHEP
112160,Nucl.Phys.
112162,JHEP
112166,JHEP
112168,J.Phys.
112169,JHEP
112173,JHEP
112174,Fortsch.Phys.
112178,Phys.Rev.
11217,Phys.Rev.
112180,Nucl.Phys.
112182,Nucl.Phys.
112184,Eur.Phys.J.
112185,Int.J.Mod.Phys.
112186,Fortsch.Phys.
112187,Nucl.Phys.
112188,Nucl.Phys.
11218,JHEP
112192,Nucl.Phys.
112196,Phys.Rev.
112197,JHEP
112199,Phys.Lett.
11219,JHEP
1121,Nucl.Phys.
112205,Phys.Rev.
112209,Phys.Rev.
112210,Fortsch.Phys.
112212,Eur.Phys.J.
112214,Phys.Lett.
112215,Nucl.Phys.
112219,JHEP
112220,JHEP
112221,JHEP
112223,Phys.Rev.
112224,Phys.Lett.
112226,Class.Quant.Grav.
112228,Nucl.Phys.
112230,Phys.Rev.
112231,J.Math.Phys.
112235,Nucl.Phys.
112237,Phys.Lett.
112238,Nucl.Phys.
11223,Phys.Rev.
112243,Phys.Rev.
112248,JHEP
112253,Nucl.Phys.
112254,Phys.Rev.
11225,JHEP
112260,J.Phys.
112264,JHEP
11227,JHEP
1122,Phys.Rev.
11231,J.Math.Phys.
11233,Phys.Rev.
11234,Nucl.Phys.
11236,JHEP
11238,Phys.Lett.
11243,Nucl.Phys.
11245,Mod.Phys.Lett.
11246,Phys.Rev.
11247,JHEP
11249,JHEP
11253,JHEP
11262,Phys.Rev.
11264,Fortsch.Phys.
11266,Phys.Lett.
11269,Nucl.Phys.
1126,Eur.Phys.J.
11271,JHEP
11278,Phys.Lett.
11279,JHEP
11283,Int.J.Mod.Phys.
11285,Fortsch.Phys.
11287,JHEP
11288,JHEP
11290,Phys.Rev.
1129,Commun.Math.Phys.
1130,Phys.Lett.
1132,JHEP
1133,JHEP
1135,JHEP
1136,Int.J.Theor.Phys.
1137,Phys.Rev.
1138,Nucl.Phys.
1141,J.Math.Phys.
1145,Phys.Rev.Lett.
1151,Nucl.Phys.
1152,Class.Quant.Grav.
1155,Annals
1159,Phys.Rev.
1160,Nucl.Phys.
1162,Phys.Lett.
1163,Phys.Lett.
1164,Phys.Rev.
1166,Phys.Rev.
1169,Nucl.Phys.
1170,Phys.Lett.
1173,Phys.Lett.
1176,Nucl.Phys.Proc.Suppl.
1178,Lett.Math.Phys.
1179,Nucl.Phys.
1180,Phys.Rev.
1181,Phys.Rev.
1188,Phys.Rev.Lett.
1190,Nucl.Phys.
1192,Phys.Rev.
1195,Mod.Phys.Lett.
1197,Phys.Lett.
1199,JHEP
12003,Class.Quant.Grav.
12007,Int.J.Mod.Phys.
12009,Phys.Lett.
1200,JHEP
12011,Commun.Math.Phys.
12015,Mod.Phys.Lett.
12016,JHEP
12018,JHEP
1201,Nucl.Phys.
12023,Nucl.Phys.
12025,JHEP
12026,Class.Quant.Grav.
12027,Phys.Lett.
12029,Fortsch.Phys.
12030,Phys.Rev.
12031,Phys.Rev.
12032,Nucl.Phys.
12033,JHEP
12034,Class.Quant.Grav.
12035,Nucl.Phys.
12037,J.Math.Phys.
12042,JHEP
12044,Phys.Rev.
12049,Phys.Lett.
12050,Phys.Rev.
12051,Nucl.Phys.
12052,JHEP
12053,Prog.Theor.Phys.
12054,JHEP
12055,Phys.Rev.
12057,Lett.Math.Phys.
1205,Nucl.Phys.
12061,JHEP
12065,Nucl.Phys.
12066,Mod.Phys.Lett.
12067,Nucl.Phys.
12068,JHEP
1206,Phys.Rev.
12070,JHEP
12071,Phys.Lett.
12072,JHEP
12074,Phys.Rev.
12075,J.Geom.Phys.
12078,JHEP
12081,Phys.Rev.
12084,Phys.Lett.
12085,J.Phys.
12087,Phys.Rev.
12091,Phys.Rev.
12092,JHEP
12093,Phys.Rev.
12094,Int.J.Mod.Phys.
12096,Nucl.Phys.
12097,Int.J.Mod.Phys.
1209,Phys.Lett.
12100,Phys.Rev.
12104,Nucl.Phys.
12105,Int.J.Mod.Phys.
12106,Phys.Lett.
12108,JHEP
12110,Fortsch.Phys.
12116,Nucl.Phys.
12117,Fortsch.Phys.
12118,Nucl.Phys.
1211,Phys.Rev.
12122,Int.J.Mod.Phys.
12124,JHEP
12128,Int.J.Mod.Phys.
1212,Int.J.Mod.Phys.
12133,Phys.Lett.
12138,Phys.Lett.
12139,Nucl.Phys.
1213,JHEP
12142,Fortsch.Phys.
12146,Nucl.Phys.
12148,JHEP
12149,Lett.Math.Phys.
12151,Phys.Rev.
12152,Nucl.Phys.
12154,J.Phys.
12155,JHEP
12156,JHEP
12157,Phys.Lett.
12158,Phys.Rev.
12167,Fortsch.Phys.
12169,Fortsch.Phys.
12170,JHEP
12171,Phys.Lett.
12173,Phys.Lett.
12174,Eur.Phys.J.
12177,Int.J.Mod.Phys.
12178,Phys.Rev.
12180,JHEP
12181,J.Phys.
12183,JHEP
12184,Phys.Lett.
12188,JHEP
12189,Nucl.Phys.
1218,Phys.Lett.
12190,J.Phys.
12192,Fortsch.Phys.
12193,Nucl.Phys.
12194,JHEP
12196,Nucl.Phys.
12198,Phys.Rev.
12199,Nucl.Phys.
12200,Phys.Lett.
12202,Phys.Rev.
12206,J.Phys.
12209,J.Phys.
12210,JHEP
12211,JHEP
12212,Nucl.Phys.
12214,Fortsch.Phys.
12215,Phys.Rev.Lett.
12219,JHEP
1221,Phys.Rev.
12220,Phys.Rev.
12222,Phys.Lett.
12225,Mod.Phys.Lett.
12226,Phys.Rev.
12227,JHEP
12228,Int.J.Mod.Phys.
12234,JHEP
12235,Phys.Lett.
12238,Phys.Lett.
12239,Nucl.Phys.
12240,Class.Quant.Grav.
12241,Phys.Rev.
12243,Class.Quant.Grav.
12247,Phys.Rev.
12248,JHEP
12250,Nucl.Phys.
12251,Adv.Theor.Math.Phys.
12252,Phys.Rev.
12257,Mod.Phys.Lett.
12258,JHEP
12260,Phys.Rev.
12264,J.Math.Phys.
12266,JHEP
12268,Phys.Lett.
12269,Nucl.Phys.
12270,JHEP
2004,Nucl.Phys.
2007,Class.Quant.Grav.
201004,Phys.Lett.
201005,Phys.Lett.
201008,Nucl.Phys.
201012,Nucl.Phys.
201013,Mod.Phys.Lett.
201015,JHEP
201016,JHEP
201018,Class.Quant.Grav.
201025,JHEP
201027,Phys.Lett.
201029,Phys.Rev.
201030,Nucl.Phys.
201033,Phys.Lett.
201035,Phys.Rev.
201037,JHEP
201040,Phys.Rev.
201041,JHEP
201042,Phys.Lett.
201045,Nucl.Phys.
201047,Nucl.Phys.
201049,J.Phys.
201051,Phys.Rev.
201056,J.Phys.
201063,Phys.Rev.
201064,Prog.Theor.Phys.
201065,Phys.Rev.
201070,Nucl.Phys.
201071,J.Math.Phys.
201072,Fortsch.Phys.
201074,Eur.Phys.J.
201075,JHEP
201076,J.Phys.
201078,Int.J.Mod.Phys.
201080,J.Phys.
201091,Nucl.Phys.
201093,JHEP
201094,Phys.Lett.
201100,Phys.Lett.
201102,Fortsch.Phys.
201103,Phys.Lett.
201104,Nucl.Phys.Proc.Suppl.
201106,Fortsch.Phys.
201122,JHEP
201125,Phys.Rev.
201127,Class.Quant.Grav.
201128,Phys.Rev.
201134,J.Phys.
201135,JHEP
201138,Phys.Lett.
201139,Fortsch.Phys.
201140,Nucl.Phys.
201144,Nucl.Phys.
201147,Annals
201149,Nucl.Phys.
201151,JHEP
201152,Phys.Rev.
201153,JHEP
201154,Eur.Phys.J.
201155,J.Phys.
201158,Phys.Rev.
201159,JHEP
201162,Phys.Rev.
201165,Nucl.Phys.
201167,Nucl.Phys.
201168,Phys.Rev.Lett.
201169,Phys.Rev.
201170,Phys.Rev.
201171,Eur.Phys.J.
201173,JHEP
201174,JHEP
201175,JHEP
201177,JHEP
201178,JHEP
201179,Phys.Rev.
201180,Phys.Rev.
201183,Nucl.Phys.
201185,Phys.Rev.
201187,Phys.Rev.
201191,Phys.Lett.
201192,J.Math.Phys.
201196,JHEP
201198,JHEP
201199,J.Math.Phys.
201200,Phys.Rev.
201206,Phys.Lett.
201210,Phys.Lett.
201212,Eur.Phys.J.
201218,JHEP
201221,JHEP
201224,JHEP
201230,J.Phys.
201231,Fortsch.Phys.
201232,Phys.Lett.
201234,JHEP
201235,Phys.Rev.
201236,Fortsch.Phys.
201240,J.Math.Phys.
201241,Phys.Rev.
201244,Phys.Rev.
201247,Phys.Rev.
201248,Nucl.Phys.
201251,Phys.Lett.
201254,JHEP
201256,JHEP
201258,JHEP
201259,JHEP
201261,Phys.Lett.
201265,Fortsch.Phys.
201270,JHEP
201271,Phys.Lett.
201272,Phys.Rev.
2014,Phys.Lett.
2015,Mod.Phys.Lett.
2017,Phys.Lett.
2019,Phys.Rev.
202002,JHEP
202008,Phys.Rev.
202009,Class.Quant.Grav.
202010,Phys.Rev.
202012,Phys.Rev.
202017,Phys.Rev.
202018,JHEP
202021,JHEP
202025,Mod.Phys.Lett.
202031,Nucl.Phys.
202032,Nucl.Phys.
202035,Nucl.Phys.
202036,Phys.Rev.
202038,Int.J.Theor.Phys.
202039,Phys.Lett.
202040,JHEP
202042,Phys.Rev.
202043,Nucl.Phys.
202045,JHEP
202048,Annals
202053,Phys.Lett.
202056,Phys.Rev.
202057,Nucl.Phys.
202060,Phys.Rev.Lett.
202064,Nucl.Phys.
202066,Phys.Rev.
202067,Nucl.Phys.
202068,Phys.Rev.
202072,Phys.Rev.Lett.
202073,JHEP
202074,Commun.Math.Phys.
202075,Phys.Lett.
202076,Mod.Phys.Lett.
202077,Nucl.Phys.
202081,Phys.Rev.
202082,JHEP
202084,JHEP
202085,J.Phys.
202090,JHEP
202094,JHEP
202097,Nucl.Phys.
2020,Nucl.Phys.
202105,Class.Quant.Grav.
202106,Phys.Rev.
202107,Class.Quant.Grav.
202113,J.Phys.
202114,J.Phys.
202116,Nucl.Phys.
202119,Phys.Rev.
202121,Class.Quant.Grav.
202122,Phys.Rev.
202124,Nucl.Phys.
202125,Phys.Rev.
202126,JHEP
202127,JHEP
202129,JHEP
202130,Nucl.Phys.
202132,Class.Quant.Grav.
202135,Phys.Lett.
202136,Phys.Rev.
202140,Phys.Rev.
202142,Int.J.Mod.Phys.
202146,J.Math.Phys.
202150,JHEP
202151,JHEP
202152,Phys.Lett.
202153,JHEP
202155,Nucl.Phys.
202156,Nucl.Phys.Proc.Suppl.
202157,Nucl.Phys.
202158,Phys.Lett.
202162,Phys.Rev.
202164,Phys.Lett.
202169,Class.Quant.Grav.
202170,Int.J.Mod.Phys.
202171,JHEP
202172,Nucl.Phys.
202173,Phys.Lett.
202174,Phys.Rev.
202178,Phys.Rev.Lett.
202179,JHEP
202180,Nucl.Phys.
202181,Phys.Lett.
202184,Class.Quant.Grav.
202185,Phys.Lett.
202186,JHEP
202188,Phys.Rev.
202190,Nucl.Phys.
202194,Phys.Rev.
202206,JHEP
202207,Phys.Rev.
202209,Phys.Lett.
202210,JHEP
2027,JHEP
2028,Nucl.Phys.
2029,Nucl.Phys.
203002,Int.J.Mod.Phys.
203005,JHEP
203007,Prog.Theor.Phys.
203012,Phys.Rev.
203013,Phys.Rev.
203014,Phys.Lett.
203017,Phys.Lett.
203018,Phys.Lett.
203019,Phys.Rev.
203023,Int.J.Mod.Phys.
203024,Phys.Rev.
203025,JHEP
203028,Phys.Lett.
203030,JHEP
203031,Phys.Rev.
203032,Phys.Rev.
203041,Phys.Rev.
203051,JHEP
203052,JHEP
203053,JHEP
203055,Phys.Lett.
203056,Int.J.Mod.Phys.
203058,Phys.Lett.
203060,Nucl.Phys.
203064,Nucl.Phys.
203065,Int.
203067,Phys.Rev.Lett.
203068,JHEP
203070,JHEP
203071,Phys.Rev.
203072,Phys.Rev.
203073,Nucl.Phys.
203074,JHEP
203075,Theor.Math.Phys.
203077,JHEP
203078,J.Phys.
203080,Eur.Phys.J.
203090,Phys.Lett.
203092,Phys.Lett.
2030,Int.J.Mod.Phys.
203105,Phys.Lett.
203107,Class.Quant.Grav.
203108,JHEP
203110,Nucl.Phys.
203111,JHEP
203114,Int.J.Theor.Phys.
203115,JHEP
203116,Nucl.Phys.
203123,Int.J.Mod.Phys.
203124,JHEP
203125,Phys.Lett.
203131,Nucl.Phys.
203132,Phys.Rev.
203135,Nucl.Phys.
203140,Phys.Rev.
203142,Phys.Rev.
203147,JHEP
203150,Phys.Lett.
203153,Phys.Lett.
203161,JHEP
203162,Phys.Rev.Lett.
203164,Phys.Rev.
203165,JHEP
203167,Nucl.Phys.
203168,JHEP
203169,Nucl.Phys.
203172,Phys.Rev.
203175,JHEP
203176,Phys.Lett.
203181,JHEP
203182,Phys.Lett.
203184,Phys.Lett.
203187,JHEP
203188,JHEP
203190,Nucl.Phys.
203191,Class.Quant.Grav.
2031,Phys.Lett.
203201,JHEP
203204,Nucl.Phys.
203205,Phys.Rev.
203208,Phys.Lett.
203210,Phys.Rev.
203211,JHEP
203216,JHEP
203218,JHEP
203219,Class.Quant.Grav.
203221,Phys.Rev.
203222,Phys.Rev.
203228,Phys.Lett.
203229,Nucl.Phys.
203231,Nucl.Phys.
203232,Phys.Rev.
203234,Phys.Rev.
203236,Nucl.Phys.
203239,Phys.Lett.
203241,Int.J.Mod.Phys.
203244,Phys.Lett.
203245,Phys.
203247,JHEP
203250,Prog.Theor.Phys.
203251,Phys.Rev.
203255,JHEP
203256,Nucl.Phys.
203260,Phys.Rev.
203263,Int.J.Theor.Phys.
203264,Nucl.Phys.
203265,JHEP
203268,JHEP
203273,Class.Quant.Grav.
203276,Prog.Theor.Phys.
203277,Nucl.Phys.
2032,Nucl.Phys.
2033,Phys.Lett.
2039,JHEP
204001,Class.Quant.Grav.
204002,Nucl.Phys.
204004,JHEP
204005,Class.Quant.Grav.
204006,J.Phys.
204008,Phys.Lett.
204009,Phys.Lett.
204011,Nucl.Phys.
204012,JHEP
204015,J.Phys.
204018,Nucl.Phys.Proc.Suppl.
204019,Lett.Math.Phys.
204025,Phys.Lett.
204026,Phys.Rev.
204031,JHEP
204033,Phys.Rev.
204035,Fortsch.Phys.
204038,JHEP
204041,Nucl.Phys.
204049,Phys.Rev.
204050,Nucl.Phys.
204052,Phys.Rev.
204053,Phys.Rev.
204055,Eur.Phys.J.
204058,JHEP
204059,Phys.Rev.
204064,Nucl.Phys.
204070,Phys.Lett.
204071,Phys.Rev.
204072,Phys.Lett.
204074,Phys.Lett.
204075,JHEP
204076,J.Phys.
204078,Phys.Lett.
204080,Nucl.Phys.
204083,Phys.Lett.
204084,Phys.Rev.
204087,Mod.Phys.Lett.
204088,Nucl.Phys.
204091,Phys.Rev.
204092,Phys.Rev.
204096,Phys.Lett.
204097,J.Phys.
204099,Phys.Rev.
2040,Phys.Rev.
204101,Phys.Lett.
204103,JHEP
204108,Phys.Lett.
204109,Phys.Lett.
204111,Phys.Rev.
204112,Phys.Rev.
204114,Phys.Lett.
204121,JHEP
204122,Nucl.Phys.
204123,Lett.Math.Phys.
204127,JHEP
204129,Phys.Rev.
204132,JHEP
204133,Phys.Lett.
204138,JHEP
204139,Phys.Rev.
204140,Phys.Rev.
204141,Phys.Rev.
204142,Phys.Rev.
204143,Mod.Phys.Lett.
204144,JHEP
204146,Phys.Rev.
204150,Phys.Rev.
204151,Mod.Phys.Lett.
204152,Phys.Lett.
204153,Nucl.Phys.
204154,Nucl.Phys.
204158,JHEP
204160,Phys.Rev.Lett.
204161,Phys.Lett.
204166,Nucl.Phys.
204168,JHEP
204172,JHEP
204174,Phys.Lett.
204175,Phys.Lett.
204179,Class.Quant.Grav.
204180,Mod.Phys.Lett.
204181,Lett.Math.Phys.
204187,Phys.Lett.
204188,J.Phys.
204195,Phys.Lett.
204196,JHEP
204198,Phys.Rev.Lett.
204200,JHEP
204202,JHEP
204203,JHEP
204207,Phys.Lett.
204209,JHEP
204213,Phys.Lett.
204214,Int.J.Mod.Phys.
204222,Phys.Rev.
204223,Nucl.Phys.
204224,Annals
204231,Nucl.Phys.
204233,Phys.Rev.
204239,JHEP
204240,Nucl.Phys.
204242,Phys.Rev.Lett.
204244,JHEP
204245,Int.J.Mod.Phys.
204246,Phys.
204247,JHEP
204249,JHEP
204251,Phys.Lett.
204255,Acta
204256,Nucl.Phys.
204260,Phys.Rev.
204261,Nucl.Phys.
205003,Phys.Lett.
205004,JHEP
205006,Nucl.Phys.
205008,Phys.Lett.
205010,Phys.Rev.
205014,Nucl.Phys.
205016,Phys.Lett.
205018,Class.Quant.Grav.
205019,Nucl.Phys.
205021,Nucl.Phys.
205024,Phys.Lett.
205025,Phys.Rev.
205029,Nucl.Phys.
205034,Phys.Rev.
205039,Acta
205040,Phys.Rev.Lett.
205041,Phys.Rev.
205046,Phys.Rev.
